Business Unit,Level,FLSA,Tenure,Cared_About,Excited,Helpful_Info,Trust_Leaders,Morale
IT,Sr,Exempt,5+y,2.8546732520444698,1.6330573435843991,2.3870021003736004,2.165808366048476,1.9452331588328222
IT,Mid,Exempt,1-3y,3.3779611631502524,4.343556502998276,3.34766004366587,3.088319193303914,3.968737582243585
IT,Mid,Exempt,1-3y,2.7039213610865946,3.3697536263823538,3.1069675063821207,2.222424605773698,2.8887101379590674
IT,Mid,Exempt,1-3y,2.6982653483315673,3.0036101862816986,3.464694511207211,1.156351826634892,2.6949128565530103
IT,Mid,Exempt,1-3y,3.1583572450548716,3.1361807187454414,3.4423993779254722,1.5805676195971172,2.453900033240441
HR,Entry,Exempt,<1y,4.74454220666027,4.841065641453785,4.7877733420363295,3.837801978132385,4.484492661039246
IT,Entry,Exempt,<1y,4.1841301420626795,4.449347802523692,5.0,3.7958474861843694,3.7938064950094224
IT,Entry,Non-Exempt,<1y,4.526252106248616,4.8219542936345565,4.194188370107543,4.933297435063225,4.687641626025553
HR,Exec,Exempt,3-5y,4.423465905607943,4.322774070462923,3.4411214166069604,3.042004544532163,4.6626724855504476
IT,Mid,Exempt,1-3y,3.0587652329256336,2.770182699815125,3.3681497776400464,1.2852319069528095,2.2383063024301575
IT,Entry,Exempt,<1y,4.912287979548433,5.0,4.782791761255657,5.0,4.634531198871867
HR,Exec,Exempt,5+y,2.3686228063694474,1.0,1.569446277269197,2.287917681655483,2.579018083387691
R&D,Entry,Exempt,1-3y,4.046641453234011,3.795949141073204,2.8016602749456636,5.0,4.3163419107939065
HR,Exec,Exempt,1-3y,3.5231358625803533,3.4295113825102823,3.9521596520348172,3.9356264133588224,4.0995743434654495
R&D,Exec,Exempt,5+y,2.3653181507672834,1.5307536620298328,2.475846521830092,2.1462837160267765,2.6092152783725506
Sales,Exec,Exempt,5+y,1.0608121782129252,2.424094113874837,1.9229184124224852,2.891563979923653,1.2517132479783515
HR,Entry,Non-Exempt,<1y,4.052970344548701,3.8539330616652636,4.375351149295251,4.133076858064473,4.603695258013729
Sales,Exec,Exempt,5+y,1.146152833808347,1.7781330067059606,2.5765710150526115,1.8173110069920146,1.056046537340142
IT,Mid,Exempt,1-3y,3.4862360061159956,3.0896500666846327,2.785887569246588,1.9228957835359608,3.087321658581766
Sales,Exec,Exempt,5+y,3.1575400139825103,2.349110305050631,2.3197590961134575,1.843375992256587,2.4194998636130074
Sales,Entry,Exempt,<1y,4.590995129875891,4.503438039216988,4.597528361270487,4.500776507753486,4.937823034845215
HR,Entry,Non-Exempt,<1y,4.756931453890622,4.193333476286251,4.7709008569241975,4.614249232848084,4.443631039808379
HR,Entry,Non-Exempt,<1y,4.912907815768419,4.200790254595049,4.957188141968844,5.0,3.745208690081293
IT,Mid,Exempt,1-3y,3.0564502849484927,2.1722251547922324,2.921510682162658,1.1004856142071386,2.539712393899322
IT,Sr,Exempt,5+y,2.786566322455346,2.2113900165469125,2.2666032960245563,2.927158176870489,2.3488717383096964
IT,Exec,Exempt,<1y,3.2556524773408038,3.597804012911282,3.6749411825682565,4.498937900260053,2.6286663370901504
Sales,Entry,Exempt,<1y,4.515108403773444,4.1021680045481235,4.45078827084735,4.8013045670321475,4.381144948958506
HR,Sr,Non-Exempt,5+y,3.5982175735094466,4.683365637620041,4.606685752945933,4.339846600882945,3.8526576651259656
HR,Sr,Exempt,1-3y,4.203166494258501,4.362759906087018,4.894982290251968,4.196962061389318,5.0
IT,Mid,Exempt,1-3y,2.956353406713685,2.633436461827361,3.5232031045984256,1.4603544744899961,2.2985789583164817
R&D,Entry,Exempt,<1y,4.118765340179889,4.555706192733684,4.3857903390433215,4.802996124353446,3.970551962959156
IT,Mid,Exempt,1-3y,2.642343136730469,3.393033515796561,3.0901643598700015,1.32382665732096,2.4971110916559542
IT,Sr,Exempt,5+y,2.1876343656798953,2.194445792167503,1.4718176495091484,2.714657645937749,2.142728252910598
IT,Exec,Exempt,5+y,2.4182776271508226,1.8917810759951181,2.401275864222407,2.067682681765614,1.9357203758513073
R&D,Entry,Exempt,<1y,4.387006341702877,4.0812082617062755,4.703642277233595,4.401781437515987,4.27760010333435
IT,Mid,Exempt,1-3y,3.0468074854286593,3.122367702891189,2.702170856720452,1.5587443976959214,2.411703446507591
IT,Mid,Exempt,1-3y,2.8506951474022673,2.2226211322405023,2.822653768661081,1.5475705656396017,2.27276295863842
R&D,Exec,Non-Exempt,3-5y,4.0142608939660445,3.4512236518775623,3.596594980941957,4.4512839797345425,3.7225882955145355
IT,Mid,Exempt,1-3y,3.184334321070967,3.506998697996924,3.263277231680491,1.7607004932597827,2.4525329594558127
R&D,Exec,Non-Exempt,5+y,4.2486203857949,5.0,4.383510390688253,3.964161961581932,4.663504931477084
IT,Entry,Non-Exempt,<1y,4.3934387912656705,4.106324522169646,4.865205346071428,4.539806499234947,5.0
R&D,Entry,Non-Exempt,<1y,4.742840092883664,4.457122624023609,4.119764929531322,4.6739719937204125,4.6411574721404305
R&D,Sr,Non-Exempt,5+y,3.9223640072719252,3.4985879922881917,4.515821409415497,2.7627475833996358,3.4188687971649054
HR,Sr,Exempt,1-3y,4.317267761073702,3.915129880989135,4.43621303895584,4.123149670824805,3.6753129071816724
IT,Mid,Exempt,1-3y,2.7523767976311304,3.096006603322386,3.174115356080769,1.294534850557152,2.8119492797869126
HR,Sr,Non-Exempt,<1y,4.054598612207247,3.862109320762174,3.273058138750165,3.7216080217576937,4.0302638472204695
HR,Exec,Exempt,1-3y,4.548747539226705,4.704700935190147,3.9475132621157973,3.336196933689591,3.137306650141776
IT,Mid,Exempt,1-3y,2.8856829975631815,3.135754170993901,2.861338645020199,1.915376440099595,2.5745800618336205
IT,Entry,Non-Exempt,<1y,4.478508336425134,4.618501185054793,5.0,3.797756453842095,4.067005393382897
HR,Exec,Exempt,5+y,1.7219685199499613,1.7180484371975124,1.2985978422903328,1.9951700355740205,2.5636285871045974
Sales,Entry,Exempt,<1y,4.728870425200738,4.63808802752845,4.033160940559181,5.0,5.0
IT,Entry,Exempt,<1y,3.8383788354821062,3.9825147805362198,4.589082752905968,4.736567108428846,4.7292132196321885
R&D,Exec,Exempt,5+y,1.9830311854228733,1.3114595362400312,1.937482859664398,1.7227350691009953,2.4955484310008442
HR,Exec,Exempt,5+y,1.6686445167334565,2.3222286883842322,2.548015679198109,2.6269719433432366,1.4928502344742678
Sales,Entry,Exempt,<1y,4.825461148609377,4.600607159902806,4.300406338874047,4.258957116013171,4.5666511399616265
Sales,Sr,Exempt,5+y,2.272446507293898,1.854113189496218,1.6529452051258084,1.0,2.655945104762034
IT,Entry,Exempt,<1y,4.367959086556449,4.5029754087201725,4.803706139392193,4.51365579007287,4.326447171645147
HR,Entry,Non-Exempt,<1y,3.8498254781405947,4.539424652528802,5.0,3.967293386783881,4.819088032415739
Sales,Sr,Exempt,5+y,4.729617747232739,3.9976601157166956,4.296816709212636,3.304562285743572,3.469229022347429
R&D,Entry,Exempt,<1y,4.273718011957956,4.7521182176222245,4.131294664371152,4.244242081890754,4.082581376647977
Sales,Sr,Exempt,5+y,1.6326248367385718,2.893263022567943,1.7011761750052277,2.5990310071501637,1.806608596392088
Sales,Sr,Exempt,5+y,2.153583450312874,1.9623947998414968,2.1000522267549107,1.2700955629310775,1.961691715058753
IT,Mid,Exempt,1-3y,2.9700862529012655,2.5570770411725903,2.97858179864702,1.4014440605883016,2.8242517270681518
IT,Mid,Exempt,1-3y,2.7653265354317376,2.9925236589879627,2.556990289110681,1.0,2.216817724656698
IT,Entry,Non-Exempt,<1y,3.9280479679519478,4.781260967093973,4.907940726769125,4.091857879472852,4.602899590204876
HR,Exec,Exempt,5+y,1.9938086330822224,1.793792400341671,1.828630131275919,1.6895887707756707,2.3914174719630514
IT,Exec,Exempt,5+y,1.5997823974436551,2.361531158880645,2.3944462331505485,2.2597692783456846,2.4381975306478982
Sales,Entry,Exempt,3-5y,4.711758710828603,4.04929171623107,4.223845956677974,4.948057559118585,4.352445538844281
R&D,Exec,Exempt,5+y,1.5449839442744804,1.0,1.8247965883644448,2.1397223625767827,2.5540267202092215
IT,Entry,Non-Exempt,<1y,3.567802667310251,3.9728748472497406,4.091606748145506,3.8233373466529,3.7548816052964145
Sales,Sr,Non-Exempt,3-5y,4.383834334464496,3.067719631044503,4.665844548886438,3.9628970588270183,4.406412632246224
IT,Exec,Exempt,1-3y,4.221251480162166,4.471053303584259,3.9130182455425904,3.8617879243236066,3.9848169388760644
IT,Mid,Exempt,1-3y,2.718364903515059,3.2547457434523683,2.6280718464908355,1.3611948012099089,2.4077032598568118
R&D,Entry,Non-Exempt,<1y,4.087275710391885,4.198289386522902,3.0682245323844786,4.008129959772639,4.035081551288681
IT,Mid,Exempt,1-3y,4.3440803363983385,3.3417881651016854,4.395634604388417,3.6182984129974765,4.582378734853935
R&D,Entry,Exempt,<1y,4.665803091814827,4.731888347175821,4.505555353520539,4.068660185241516,4.154959012814728
IT,Sr,Non-Exempt,5+y,4.854240978150781,3.0470276064014588,3.249818405156557,3.7294961011248624,2.7988733063342606
IT,Entry,Exempt,<1y,4.210361896227673,4.493815811841506,4.191297537212359,4.355086849280032,4.517447637105349
IT,Exec,Exempt,5+y,1.5829440943180193,3.1721058425389654,2.2786103719652533,2.178961986752685,2.5334854968134843
IT,Mid,Exempt,1-3y,3.131220047530593,2.6933733656889634,2.9373425852022934,1.3220944671987265,2.488577267093927
HR,Entry,Exempt,<1y,4.373834593250649,5.0,4.9147317319264285,4.261127931849089,4.531677479503971
Sales,Sr,Exempt,5+y,1.7889088863401617,2.601817415990191,2.627077309552498,2.3510100774431395,1.6300931526783615
IT,Entry,Non-Exempt,<1y,4.994017437856754,4.559542175016034,4.470715818074435,4.812059326900521,3.810488810432211
IT,Entry,Non-Exempt,3-5y,4.223698853715389,3.4130916178363297,4.107599277516233,3.993270663833585,3.6037407496972658
R&D,Entry,Exempt,<1y,4.861594356582955,4.9945410157852,4.520438806440555,4.440380004719562,4.2279574961301725
R&D,Exec,Exempt,5+y,1.9699450230938118,2.160835478388869,1.2915217037267759,3.1998619510368402,1.8289692958504198
R&D,Exec,Non-Exempt,1-3y,4.4804370438986325,4.135245099005686,4.750441793155934,3.409222636594545,3.938203023247184
IT,Mid,Exempt,1-3y,2.6197142641338798,2.206600631972235,2.9899678143679997,2.2238726475777653,1.9971785228116734
IT,Mid,Exempt,1-3y,3.5064586542660434,2.79625572385663,2.878355270910206,1.5422133415536186,3.1364682481153543
IT,Mid,Exempt,1-3y,2.8950869703034847,3.17610047638996,3.335912682961011,1.492145213951617,2.76062687420656
HR,Sr,Exempt,5+y,1.8455913687274712,2.7135709058094486,2.202439586275356,1.8176946685163728,2.124000436400175
IT,Exec,Exempt,5+y,2.286330363284527,1.7573393858587947,2.0675048698654948,3.140785991269233,1.7324128340549416
HR,Exec,Non-Exempt,5+y,4.281643065015985,3.6140603525480754,3.716516447489843,3.7582720404344845,3.706357741002463
Sales,Entry,Non-Exempt,<1y,5.0,4.088319935601224,3.826470406992286,3.4417125946420413,4.288743250433847
IT,Mid,Exempt,1-3y,3.4936652258691137,2.564181369285464,2.941201404704808,1.3677543620738164,2.878327603585566
R&D,Entry,Non-Exempt,<1y,4.83644424318111,3.998516410864475,4.704305493583353,4.035106174557056,4.704650512348571
Sales,Sr,Exempt,5+y,2.322402811976439,1.6415828905482812,1.7352411820832414,2.4137976427332903,2.2620379477648385
IT,Mid,Exempt,1-3y,2.9577958644007625,3.4130747355718354,2.4229086066582917,1.239823170915392,2.3833195054314222
HR,Entry,Exempt,<1y,3.719161119355927,4.029137298088663,4.383986904629934,4.551158280249125,4.451766995220102
Sales,Exec,Exempt,3-5y,3.8010617712857604,3.064895996744725,4.3471402676250674,4.679472773861005,4.573586482090013
Sales,Entry,Exempt,<1y,3.7972820737912434,4.776861818653027,4.567858693042198,3.9844616996399425,4.568703788705634
IT,Sr,Exempt,5+y,1.9091207984578686,1.8194651523561505,2.1662014629931066,2.191946308998169,2.3249405602207034
IT,Mid,Exempt,1-3y,2.9306489656018564,2.834070805922506,2.910295114464794,1.4151672871581418,2.258865611263577
HR,Entry,Non-Exempt,<1y,4.887707380756974,4.10719306411248,4.395810398177934,3.9798678713308937,4.024633636842448
HR,Entry,Non-Exempt,<1y,4.5333032839850755,4.04642138233881,4.755865935529828,4.137156551369349,5.0
IT,Mid,Exempt,1-3y,2.977393512957319,2.7545098909972467,2.782834151882966,1.5931305163411342,2.3786760112516365
IT,Mid,Exempt,1-3y,2.959272948096414,3.363217968035431,2.4179321621969536,1.2723690013255717,2.5255062087697584
HR,Entry,Exempt,<1y,4.462881805209346,3.8055546634900894,4.574107608042686,4.891599045382294,4.63336978502422
R&D,Entry,Non-Exempt,<1y,4.881635696509219,4.33640822247802,4.288869609926302,4.342370858940595,4.785370281117578
IT,Mid,Exempt,1-3y,3.160189249581953,2.3845168327990325,2.6872063635704,1.6055941163255594,2.2715297061110378
Sales,Sr,Exempt,5+y,2.4033135896081923,2.4547084382898836,2.4195839872041276,2.151281666074267,1.9131711501895572
R&D,Entry,Non-Exempt,<1y,3.8046262292273494,3.8579324802696253,3.8705478730672724,2.5705872690534357,4.128296164299438
HR,Entry,Non-Exempt,<1y,5.0,4.520787546309706,4.769985929053652,5.0,5.0
Sales,Exec,Exempt,5+y,1.7786562570352376,1.6126361604650299,2.4932417971472187,1.4735341196464162,2.2407601292209636
R&D,Entry,Exempt,1-3y,3.6845763982893573,2.925617705664571,4.350057812774155,3.8478393404902853,4.215797139529718
HR,Sr,Exempt,5+y,1.0468509203390748,1.8167800439741917,1.7810783971313744,1.608968164863978,2.606181146907109
Sales,Sr,Non-Exempt,<1y,3.5739795969300716,4.632014611673963,3.9467756211636256,4.348080071722436,4.208682620526058
R&D,Entry,Non-Exempt,<1y,4.6887203541248885,4.566428219605657,4.798959781648865,5.0,4.462244643742016
R&D,Exec,Non-Exempt,5+y,3.3452769601566876,4.074786624062689,3.9491242898727332,3.4979620215842644,4.908856858790761
HR,Sr,Exempt,5+y,1.5527156360214374,2.4979259342294107,2.1433833670862836,2.3834467698120836,2.3043163567097844
IT,Mid,Exempt,1-3y,2.6822223331520343,2.682586316325932,3.1106557237602694,1.4031646602547652,2.361168636871843
IT,Mid,Non-Exempt,3-5y,3.344245154437887,3.7353931363413038,4.061182590147433,2.9813518344011687,3.8397097933657713
HR,Sr,Non-Exempt,5+y,4.550961442064891,4.530469738920757,4.395022330172613,3.290514828815282,4.695886595735356
IT,Mid,Exempt,1-3y,3.2376621163095316,2.992191107532093,3.568924672926144,1.0,2.461253216949562
Sales,Entry,Non-Exempt,<1y,4.052518851026147,4.572110264204104,4.744073333987471,3.9266771558926403,4.493780216450419
Sales,Entry,Exempt,<1y,4.794238821446563,4.768720456993,3.894759498265466,4.03498925974125,4.453706459003608
IT,Mid,Exempt,1-3y,2.8614470765170648,3.063988213170889,2.724398214733005,1.401834101430782,2.254071426201339
R&D,Exec,Non-Exempt,3-5y,3.642707422586565,2.923232215271976,3.6255913052059388,4.22764711282293,4.043213917860876
IT,Mid,Exempt,1-3y,3.01217583381258,3.2548038384365072,3.3884082862900984,1.2428006450459335,3.0395972383695873
IT,Mid,Exempt,1-3y,3.2045289763466758,3.0397584057390197,3.2804551756703644,1.0,2.759688092929745
Sales,Exec,Exempt,1-3y,4.138667014329053,4.03198964026241,4.2129135785020075,3.6838544535239666,4.01725975621428
IT,Entry,Non-Exempt,<1y,4.376636761112398,4.962721503332818,4.208372648106429,4.090456714592923,5.0
Sales,Sr,Non-Exempt,5+y,4.202559750492224,3.6802574014539333,3.1225227106607094,4.626710117980412,4.282146942034096
Sales,Exec,Exempt,5+y,1.7721424722978534,2.7291070517287106,1.9422977039174127,2.6601408532129556,2.083636385919243
Sales,Exec,Exempt,5+y,1.7179204815145994,1.1990643673013595,2.713310814829655,2.9367184175403107,2.2049943489390276
HR,Entry,Exempt,<1y,4.672462640369768,4.485926730381832,4.217441255043298,3.7066126487617495,4.570799369617696
R&D,Exec,Non-Exempt,5+y,5.0,3.7803055585069156,3.4634519590543844,3.2813871715185026,3.970927764891413
IT,Mid,Exempt,1-3y,2.900425058433627,2.8973243262003594,3.1543534985658424,1.7541493665827863,2.3684719463748056
IT,Mid,Exempt,1-3y,2.6384987620314293,3.5615057632676304,2.646954215408469,1.820413924657073,2.356306798607712
Sales,Sr,Exempt,5+y,1.5808542384657813,1.9216175284499315,2.368670944782525,1.9784857094578026,1.8117113760760306
HR,Exec,Exempt,5+y,2.5489347932284927,1.6383882142566433,2.4045196116519785,1.7404747457451308,1.9370756470358077
Sales,Entry,Non-Exempt,<1y,4.316732005981362,3.9712811356889066,4.547013168214911,4.445015729603066,4.341872035266032
R&D,Exec,Exempt,5+y,1.3376131000169171,1.522457641396954,1.3774625213189646,1.2370435665635142,1.9168033406297942
Sales,Entry,Non-Exempt,<1y,4.929908325283863,4.256619205093848,5.0,4.019263935845165,5.0
R&D,Exec,Exempt,5+y,2.6408649879027464,1.1354841365695858,1.0,1.8498060364931523,2.564680582496764
R&D,Exec,Exempt,5+y,2.3670788093792416,1.5579183769807934,1.9082220590440884,1.8897741857428036,2.5365704066043007
Sales,Entry,Exempt,<1y,4.722307335869895,3.933087418471588,4.422774954371601,4.570061655248498,4.718785833857854
IT,Mid,Exempt,1-3y,3.0846156574918377,2.9585889378188717,3.4429975392633727,1.857603361120932,2.3014131210860582
IT,Sr,Exempt,5+y,1.6096317583104183,1.3018451263101964,2.2334699878403788,2.716630422434197,1.6852891363294602
IT,Mid,Exempt,1-3y,2.924685112618004,2.449986327414177,2.963251764879508,1.6519942437543975,2.194452032814046
IT,Exec,Non-Exempt,<1y,4.466952249182565,3.9616180081496206,4.6610895162395,3.402581373483891,3.607532715347431
HR,Sr,Exempt,1-3y,3.989625400926725,3.498409906567398,3.736322215603717,4.460648497194266,4.603147613656525
R&D,Entry,Exempt,<1y,4.257357332507629,4.842391534060724,4.732913432548902,5.0,4.776497313272101
Sales,Entry,Non-Exempt,<1y,4.729835935578971,3.7116926707548594,5.0,4.096338606383199,4.287146006640842
IT,Sr,Exempt,5+y,1.0,1.810516725595055,2.5865261703325153,2.5442291933710117,1.9387836659161226
HR,Exec,Exempt,5+y,1.2340697276348225,2.0135054379029302,1.420713633637901,3.2552858878178244,1.7421331883209232
R&D,Sr,Exempt,5+y,1.6188303806123159,2.379979858250765,1.438500726559826,1.263351770952225,2.5273705330107736
IT,Mid,Exempt,1-3y,3.0134454870720013,3.070042560817099,3.124209809522057,1.4721844882124866,2.50820568498783
IT,Exec,Exempt,5+y,1.6018304032509618,2.299120898811341,1.7652996082721677,1.9305883503314265,1.8891404138225243
Sales,Exec,Exempt,5+y,1.5075369618796426,2.5022286244213436,2.397147420515931,1.663603843954877,2.122368969347139
Sales,Entry,Exempt,<1y,4.005680206413532,4.106479261675375,5.0,4.619573551966316,4.054457675001567
HR,Exec,Exempt,5+y,2.278861442049435,3.0786030497142955,2.140729668208136,1.9805516574310527,2.1215996791160046
IT,Entry,Non-Exempt,<1y,4.540407854468715,4.308239201043087,5.0,4.472917835158317,5.0
HR,Entry,Non-Exempt,<1y,5.0,4.396822048409871,4.33160802973314,3.92399704361006,4.758676194464626
R&D,Entry,Non-Exempt,<1y,4.103829855734295,5.0,4.4515192465166535,4.453130521959766,4.9418755252151225
R&D,Sr,Exempt,5+y,2.1125212937543494,1.8845100722286363,2.04886739817961,2.166813482608604,1.3778037997597874
IT,Mid,Exempt,1-3y,2.8190019874115095,2.90441155405927,2.961121646479526,1.1616384312019499,2.5780014154799242
IT,Mid,Exempt,1-3y,2.8117434351147246,3.2314345395555284,2.830092345155382,1.6443612336003737,2.3007787518346365
IT,Entry,Non-Exempt,<1y,4.4022979050580195,4.6154723237546165,4.274726414661623,4.122322267273104,4.275190301381443
R&D,Entry,Exempt,<1y,3.9179459284809504,5.0,4.041451078655769,4.527246862809197,3.991453564874753
R&D,Entry,Exempt,<1y,4.691296863347687,4.316484895433388,5.0,4.5842053528695725,4.485232402692556
HR,Entry,Exempt,<1y,4.4396632362188475,5.0,4.16484937773276,4.818169033299636,3.702994605876855
IT,Entry,Non-Exempt,<1y,4.440235411983853,4.633288187622411,4.89610007955696,4.211837219809856,4.942750000909966
IT,Sr,Exempt,5+y,2.257258779466355,1.0,1.9652002147106116,2.2289388685722717,1.862352147048085
IT,Mid,Exempt,1-3y,3.426914828188847,3.404103086866125,3.1568300484779352,1.5441817819574934,2.5700906923221973
Sales,Exec,Non-Exempt,1-3y,3.4232205068003845,3.9741704033529373,4.900387723611354,3.348005685582851,3.6266932530834657
IT,Mid,Exempt,1-3y,3.1037833573251032,2.5802599063010674,2.790399790753095,1.3400923640701292,2.0945958336231256
Sales,Entry,Non-Exempt,<1y,4.743285011194063,4.619948647661226,4.134999577177335,4.468524044312385,4.919734303768521
IT,Mid,Exempt,1-3y,2.523198821856068,3.3040034607660527,2.889760631277109,2.176524569874617,2.0620575506520664
R&D,Exec,Non-Exempt,5+y,4.129841868822445,4.099200598157201,3.799193648105068,3.771488239199021,4.041515681457425
IT,Mid,Exempt,1-3y,2.278837348742952,2.873092045958125,2.970161093974126,1.3611676651723579,2.7216536814313685
R&D,Entry,Exempt,<1y,4.676815039618242,3.9892330316531566,4.627950707856752,4.198117852982621,3.9572069066657387
Sales,Entry,Exempt,5+y,4.315376841124902,3.9603120767968245,3.683470344177546,3.501801213517225,4.132216555206541
R&D,Mid,Exempt,<1y,4.240443248524988,3.3749392759128325,3.9907635017958163,4.187679524218459,2.8302459349415754
IT,Mid,Exempt,1-3y,2.9974192791751477,3.0545039481363476,3.197168573838683,1.4629464318388725,2.5253900045133233
IT,Entry,Exempt,1-3y,4.751470620595223,4.134758314988792,3.8396579352288516,4.72688047371678,3.7293708987388894
R&D,Entry,Non-Exempt,<1y,4.385769607555959,4.066992551900061,4.641977475513973,4.098592487547194,4.563777405024102
R&D,Entry,Non-Exempt,<1y,5.0,4.699377090998429,4.688214013556608,4.656437396382256,5.0
HR,Exec,Exempt,<1y,3.9291213735806556,4.580783437623035,3.988406002130554,4.575832717823015,4.129080283555827
Sales,Mid,Exempt,<1y,3.865631409266163,4.060137023395846,3.8301432208332247,3.703913633712591,4.350848694716782
IT,Mid,Exempt,1-3y,3.0566341427614234,3.0437525476526934,2.8742456452891867,1.3110270272874769,2.8793127402618635
HR,Exec,Exempt,<1y,3.9238451449799,2.7668468303987446,4.43438392860588,3.6899493317975076,3.63169609910066
Sales,Entry,Exempt,<1y,4.360974422856538,4.418274747817501,4.9494786179808745,4.33962736291592,4.435666880131763
IT,Mid,Exempt,1-3y,3.386180532025216,3.1645604308450217,2.501271311655024,1.7431825480872398,2.34333868538876
IT,Mid,Exempt,1-3y,3.164923573379743,3.407225443976751,3.42850912943967,1.3056116076907482,2.3734237538403473
R&D,Exec,Exempt,3-5y,4.505109380636375,3.9781549081059007,4.219002721051668,3.9668778255961996,4.408737983812565
R&D,Exec,Exempt,5+y,2.7649123970739287,1.4976569986828632,2.073153182405287,1.39373334602825,2.228151400224799
IT,Entry,Non-Exempt,3-5y,3.7189711040461972,3.759582237436829,4.074833219993056,4.191059351402364,4.529825443431208
Sales,Entry,Non-Exempt,<1y,4.0284579592507495,4.503958511972399,4.5370699268382015,3.772493919818078,4.641481997405173
IT,Mid,Exempt,1-3y,3.2103044895104706,2.704445860295443,3.4939530325707993,1.2280634378205333,2.589953956371254
IT,Mid,Exempt,1-3y,3.4710061076900907,3.0674848106674983,3.615681014252804,1.9412505764436834,2.973293629187011
R&D,Sr,Exempt,3-5y,4.009593793004312,4.009080866325663,4.166125877504203,4.086901833951153,4.713227388818775
IT,Sr,Non-Exempt,1-3y,4.670847575804653,3.8538025020883135,3.6115248850877912,4.123552799285781,4.62828886831835
HR,Sr,Exempt,5+y,1.3155104245208373,1.7048078730203002,1.1812990352906252,1.6012234910094223,2.7445217529812767
R&D,Entry,Non-Exempt,<1y,3.847545108783607,5.0,3.769441722271103,4.96123940233077,4.805298782199272
IT,Mid,Exempt,1-3y,3.1913249799447883,3.0581076389816335,2.578310053694535,1.5182298680795758,1.8832284643849784
Sales,Mid,Non-Exempt,3-5y,3.034756759941372,3.8926032716144405,4.270715713153117,3.873442432919809,4.588817460424361
R&D,Entry,Exempt,<1y,3.8297700058738866,4.215861869137606,3.9868957885969936,4.775943817501377,4.641311363287957
R&D,Entry,Non-Exempt,5+y,3.4250512405744864,4.247264456448242,4.393423549953783,4.794482564961779,4.432186660750186
HR,Exec,Non-Exempt,1-3y,3.4183719423961896,3.792523853657608,4.4670180425766635,3.4043428801251325,4.12151204251722
IT,Mid,Exempt,1-3y,2.825588115902603,2.9161366807178637,3.0253758838331466,1.5985688609124045,2.3934914026810077
Sales,Entry,Non-Exempt,3-5y,5.0,3.9352522246520096,3.3068076815205236,4.75375092694052,4.232550647509891
R&D,Entry,Exempt,<1y,3.8392322558768455,4.338177655253599,4.255857429442496,4.325377342260853,4.238211825557015
HR,Entry,Non-Exempt,<1y,5.0,5.0,4.365741741416701,3.846498140352631,4.406689832900487
IT,Mid,Exempt,1-3y,2.194807595541957,2.6203322439265784,3.1547017642923394,2.0936549422953252,2.4444116799027027
IT,Mid,Exempt,1-3y,2.6086595306055775,2.5576496252258245,3.3763611836538514,1.5327973728859459,2.2398113645552598
IT,Mid,Exempt,1-3y,3.1992380692220586,2.6206177441244685,2.6446883119218003,1.1406590693644922,2.549199430079115
